date,city,rainfall_mm,temperature
2025-12-27,Karimnagar,0.0,19.2
2025-12-28,Karimnagar,0.0,19.1
2025-12-29,Karimnagar,0.0,19.4
2025-12-30,Karimnagar,0.0,19.6
2025-12-23,Karnal,0.0,15.9
2025-12-24,Karnal,0.0,15.4
2025-12-25,Karnal,0.0,13.8
2025-12-26,Karnal,0.0,14.0
2025-12-27,Karnal,0.0,13.0
2025-12-28,Karnal,0.0,12.4
2025-12-29,Karnal,0.0,11.4
2025-12-30,Karnal,0.0,11.9
2025-12-23,Karur,0.0,24.9
2025-12-24,Karur,0.0,25.1
2025-12-25,Karur,0.0,25.0
2025-12-26,Karur,0.0,26.1
2025-12-27,Karur,0.0,24.7
2025-12-28,Karur,0.0,24.7
2025-12-29,Karur,0.0,25.0
2025-12-30,Karur,0.0,25.8
2025-12-23,Khammam,0.0,22.9
2025-12-24,Khammam,0.0,22.5
2025-12-25,Khammam,0.0,22.2
2025-12-26,Khammam,0.0,21.9
2025-12-27,Khammam,0.0,21.8
2025-12-28,Khammam,0.0,21.9
2025-12-29,Khammam,0.0,22.1
2025-12-30,Khammam,0.0,22.6
2025-12-23,Kochi,0.0,26.9
2025-12-24,Kochi,0.2,26.9
2025-12-25,Kochi,0.4,27.1
2025-12-26,Kochi,0.3,26.8
2025-12-27,Kochi,0.3,26.9
2025-12-28,Kochi,1.5,27.1
2025-12-29,Kochi,0.5,27.4
2025-12-30,Kochi,1.1,26.8
2025-12-23,Kolar,0.0,19.7
2025-12-24,Kolar,0.0,19.8
2025-12-25,Kolar,0.0,19.2
2025-12-26,Kolar,0.0,21.1
2025-12-27,Kolar,0.0,19.9
2025-12-28,Kolar,0.0,20.0
2025-12-29,Kolar,0.0,20.0
2025-12-30,Kolar,0.0,21.4
2025-12-23,Kolhapur,47.8,21.2
2025-12-24,Kolhapur,42.3,20.6
2025-12-25,Kolhapur,0.0,20.4
2025-12-26,Kolhapur,0.0,20.9
2025-12-27,Kolhapur,0.0,21.4
2025-12-28,Kolhapur,0.0,20.3
2025-12-29,Kolhapur,0.0,20.7
2025-12-30,Kolhapur,0.0,21.4
2025-12-23,Kolkata,41.4,18.4
2025-12-24,Kolkata,53.3,18.2
2025-12-25,Kolkata,42.2,15.5
2025-12-26,Kolkata,0.0,15.8
2025-12-27,Kolkata,0.0,16.9
2025-12-28,Kolkata,0.0,16.1
2025-12-29,Kolkata,0.0,14.3
2025-12-30,Kolkata,0.0,13.9
2025-12-23,Kollam,0.1,27.2
2025-12-24,Kollam,0.2,27.4
2025-12-25,Kollam,0.5,27.5
2025-12-26,Kollam,0.3,27.3
2025-12-27,Kollam,0.0,27.8
2025-12-28,Kollam,0.5,27.4
2025-12-29,Kollam,0.8,28.1
2025-12-30,Kollam,1.6,26.9
2025-12-23,Korba,0.0,18.5
2025-12-24,Korba,0.0,19.8
2025-12-25,Korba,0.0,19.6
2025-12-26,Korba,0.0,19.1
2025-12-27,Korba,0.0,18.5
2025-12-28,Korba,0.0,18.2
2025-12-29,Korba,0.0,18.8
2025-12-30,Korba,0.0,19.1
2025-12-23,Kozhikode,0.0,26.5
2025-12-24,Kozhikode,0.0,26.9
2025-12-25,Kozhikode,0.0,26.5
2025-12-26,Kozhikode,0.0,26.7
2025-12-27,Kozhikode,0.0,26.7
2025-12-28,Kozhikode,0.2,26.8
2025-12-29,Kozhikode,0.0,27.0
2025-12-30,Kozhikode,0.0,27.0
2025-12-23,Krishnagiri,0.0,22.5
2025-12-24,Krishnagiri,0.0,22.2
2025-12-25,Krishnagiri,0.1,21.6
2025-12-26,Krishnagiri,0.1,23.9
2025-12-27,Krishnagiri,0.0,22.6
2025-12-28,Krishnagiri,0.1,22.6
2025-12-29,Krishnagiri,0.0,22.5
2025-12-30,Krishnagiri,0.0,23.3
2025-12-23,Kurnool,0.0,23.0
2025-12-24,Kurnool,0.0,22.9
2025-12-25,Kurnool,0.0,23.2
2025-12-26,Kurnool,0.0,23.9
2025-12-27,Kurnool,0.0,23.5
2025-12-28,Kurnool,0.0,23.3
2025-12-29,Kurnool,0.0,23.1
2025-12-30,Kurnool,0.0,23.4
2025-12-23,Latur,0.0,19.7
2025-12-24,Latur,0.0,19.1
2025-12-25,Latur,0.0,18.8
2025-12-26,Latur,0.0,18.9
2025-12-27,Latur,0.0,19.8
2025-12-28,Latur,0.0,18.9
2025-12-29,Latur,0.0,18.7
2025-12-30,Latur,0.0,19.6
2025-12-23,Lucknow,0.0,15.8
2025-12-24,Lucknow,0.0,16.7
2025-12-25,Lucknow,0.0,15.7
2025-12-26,Lucknow,0.0,15.6
2025-12-27,Lucknow,0.0,15.1
2025-12-28,Lucknow,0.0,14.9
2025-12-29,Lucknow,0.0,14.2
2025-12-30,Lucknow,0.0,14.3
2025-12-23,Ludhiana,0.0,15.8
2025-12-24,Ludhiana,0.0,15.4
2025-12-25,Ludhiana,0.0,14.7
2025-12-26,Ludhiana,0.0,14.2
2025-12-27,Ludhiana,0.0,13.5
2025-12-28,Ludhiana,0.0,12.3
2025-12-29,Ludhiana,0.0,11.8
2025-12-30,Ludhiana,0.0,12.1
2025-12-23,Madurai,0.0,23.9
2025-12-24,Madurai,0.0,25.8
2025-12-25,Madurai,0.0,25.9
2025-12-26,Madurai,0.0,25.9
2025-12-27,Madurai,0.0,25.4
2025-12-28,Madurai,0.0,25.8
2025-12-29,Madurai,0.0,25.9
2025-12-30,Madurai,0.0,26.4
2025-12-23,Malegaon,0.0,19.1
2025-12-24,Malegaon,0.0,17.9
2025-12-25,Malegaon,0.0,17.8
2025-12-26,Malegaon,0.0,17.8
2025-12-27,Malegaon,0.0,18.1
2025-12-28,Malegaon,0.0,18.5
2025-12-29,Malegaon,0.0,18.5
2025-12-30,Malegaon,0.0,18.4
2025-12-23,Mandya,0.0,20.2
2025-12-24,Mandya,0.0,20.4
2025-12-25,Mandya,0.0,20.4
2025-12-26,Mandya,0.0,20.9
2025-12-27,Mandya,0.0,21.2
2025-12-28,Mandya,0.0,20.6
2025-12-29,Mandya,0.0,21.7
2025-12-30,Mandya,0.0,22.2
2025-12-23,Mangalore,0.0,27.2
2025-12-24,Mangalore,0.0,26.7
2025-12-25,Mangalore,0.0,27.1
2025-12-26,Mangalore,0.0,27.1
2025-12-27,Mangalore,0.0,27.1
2025-12-28,Mangalore,0.0,27.1
2025-12-29,Mangalore,0.0,27.3
2025-12-30,Mangalore,0.0,27.3
2025-12-23,Mathura,0.0,16.4
2025-12-24,Mathura,0.0,16.4
2025-12-25,Mathura,0.0,14.1
2025-12-26,Mathura,0.0,14.1
2025-12-27,Mathura,0.0,14.0
2025-12-28,Mathura,0.0,13.8
2025-12-29,Mathura,0.0,13.0
2025-12-30,Mathura,0.0,13.1
2025-12-23,Mau,0.0,14.6
2025-12-24,Mau,0.0,16.0
2025-12-25,Mau,0.0,14.9
2025-12-26,Mau,0.0,14.8
2025-12-27,Mau,0.0,14.5
2025-12-28,Mau,0.0,13.6
2025-12-29,Mau,0.0,13.4
2025-12-30,Mau,0.0,13.2
2025-12-23,Meerut,0.0,16.1
2025-12-24,Meerut,0.0,15.4
2025-12-25,Meerut,0.0,14.3
2025-12-26,Meerut,0.0,13.9
2025-12-27,Meerut,0.0,13.5
2025-12-28,Meerut,0.0,12.4
2025-12-29,Meerut,0.0,11.8
2025-12-30,Meerut,0.0,12.2
2025-12-23,Mumbai,50.2,25.5
2025-12-24,Mumbai,55.3,26.0
2025-12-25,Mumbai,48.2,25.5
2025-12-26,Mumbai,0.0,25.1
2025-12-27,Mumbai,0.0,25.4
2025-12-28,Mumbai,0.0,25.4
2025-12-29,Mumbai,0.0,25.1
2025-12-30,Mumbai,44.372634111773706,24.1
2025-12-23,Muzaffarnagar,0.0,15.8
2025-12-24,Muzaffarnagar,0.0,15.6
2025-12-25,Muzaffarnagar,0.0,13.9
2025-12-26,Muzaffarnagar,0.0,14.0
2025-12-27,Muzaffarnagar,0.0,13.4
2025-12-28,Muzaffarnagar,0.0,12.8
2025-12-29,Muzaffarnagar,0.0,11.8
2025-12-30,Muzaffarnagar,0.0,11.8
2025-12-23,Muzaffarpur,0.0,14.9
2025-12-24,Muzaffarpur,0.0,15.6
2025-12-25,Muzaffarpur,0.0,15.2
2025-12-26,Muzaffarpur,0.0,14.5
2025-12-27,Muzaffarpur,0.0,14.1
2025-12-28,Muzaffarpur,0.0,14.2
2025-12-29,Muzaffarpur,0.0,13.6
2025-12-30,Muzaffarpur,0.0,12.8
2025-12-23,Mysore,0.0,20.2
2025-12-24,Mysore,0.0,20.4
2025-12-25,Mysore,0.0,20.6
2025-12-26,Mysore,0.0,20.0
2025-12-27,Mysore,0.0,21.0
2025-12-28,Mysore,0.0,20.7
2025-12-29,Mysore,0.0,21.7
2025-12-30,Mysore,0.0,22.9
2025-12-23,Nagercoil,0.0,28.5
2025-12-24,Nagercoil,0.0,28.5
2025-12-25,Nagercoil,0.0,28.0
2025-12-26,Nagercoil,0.1,28.3
2025-12-27,Nagercoil,0.0,28.0
2025-12-28,Nagercoil,0.0,28.5
2025-12-29,Nagercoil,0.0,28.6
2025-12-30,Nagercoil,0.0,28.4
2025-12-23,Nagpur,0.0,18.6
2025-12-24,Nagpur,0.0,18.1
2025-12-25,Nagpur,0.0,19.1
2025-12-26,Nagpur,0.0,18.8
2025-12-27,Nagpur,0.0,19.1
2025-12-28,Nagpur,0.0,18.4
2025-12-29,Nagpur,0.0,18.5
2025-12-30,Nagpur,0.0,17.8
2025-12-23,Namakkal,0.0,24.4
2025-12-24,Namakkal,0.0,24.8
2025-12-25,Namakkal,0.0,25.0
2025-12-26,Namakkal,0.0,25.6
2025-12-27,Namakkal,0.0,24.6
2025-12-28,Namakkal,0.0,24.2
2025-12-29,Namakkal,0.0,24.8
2025-12-30,Namakkal,0.0,25.2
2025-12-23,Nanded,0.0,20.4
2025-12-24,Nanded,0.0,20.1
2025-12-25,Nanded,0.0,19.5
2025-12-26,Nanded,0.0,19.5
2025-12-27,Nanded,0.0,20.2
2025-12-28,Nanded,0.0,20.0
2025-12-29,Nanded,0.0,20.3
2025-12-30,Nanded,0.0,20.9
2025-12-23,Nashik,53.8,20.9
2025-12-24,Nashik,0.0,20.2
2025-12-25,Nashik,51.0,20.1
2025-12-26,Nashik,0.0,19.7
2025-12-27,Nashik,0.0,20.1
2025-12-28,Nashik,0.0,19.9
2025-12-29,Nashik,0.0,19.6
2025-12-30,Nashik,0.0,20.3
2025-12-23,Navi Mumbai,0.0,25.4
2025-12-24,Navi Mumbai,0.0,26.0
2025-12-25,Navi Mumbai,0.0,25.2
2025-12-26,Navi Mumbai,0.0,24.8
2025-12-27,Navi Mumbai,0.0,25.2
2025-12-28,Navi Mumbai,0.0,25.2
2025-12-29,Navi Mumbai,0.0,24.8
2025-12-30,Navi Mumbai,0.0,23.8
2025-12-23,Nizamabad,0.0,19.3
2025-12-24,Nizamabad,0.0,19.3
2025-12-25,Nizamabad,0.0,18.2
2025-12-26,Nizamabad,0.0,18.8
2025-12-27,Nizamabad,0.0,18.5
2025-12-28,Nizamabad,0.0,18.6
2025-12-29,Nizamabad,0.0,18.9
2025-12-30,Nizamabad,0.0,19.8
2025-12-23,Noida,0.0,16.8
2025-12-24,Noida,0.0,16.1
2025-12-25,Noida,0.0,15.0
2025-12-26,Noida,0.0,14.8
2025-12-27,Noida,0.0,14.8
2025-12-28,Noida,0.0,14.0
2025-12-29,Noida,0.0,12.8
2025-12-30,Noida,0.0,14.3
2025-12-23,Osmanabad,0.0,21.1
2025-12-24,Osmanabad,0.0,21.1
2025-12-25,Osmanabad,0.0,20.4
2025-12-26,Osmanabad,0.0,20.6
2025-12-27,Osmanabad,0.0,20.9
2025-12-28,Osmanabad,0.0,20.4
2025-12-29,Osmanabad,0.0,20.5
2025-12-30,Osmanabad,0.0,20.6
2025-12-23,Panipat,0.0,16.1
2025-12-24,Panipat,0.0,15.3
2025-12-25,Panipat,0.0,13.8
2025-12-26,Panipat,0.0,14.2
2025-12-27,Panipat,0.0,12.9
2025-12-28,Panipat,0.0,12.4
2025-12-29,Panipat,0.0,11.6
2025-12-30,Panipat,0.0,12.6
2025-12-23,Parbhani,0.0,19.7
2025-12-24,Parbhani,0.0,19.9
2025-12-25,Parbhani,0.0,19.1
2025-12-26,Parbhani,0.0,19.3
2025-12-27,Parbhani,0.0,19.9
2025-12-28,Parbhani,0.0,19.5
2025-12-29,Parbhani,0.0,19.5
2025-12-30,Parbhani,0.0,20.0
2025-12-23,Patiala,0.0,15.6
2025-12-24,Patiala,0.0,15.3
2025-12-25,Patiala,0.0,13.7
2025-12-26,Patiala,0.0,13.6
2025-12-27,Patiala,0.0,13.1
2025-12-28,Patiala,0.0,12.5
2025-12-29,Patiala,0.0,11.0
2025-12-30,Patiala,0.0,11.4
2025-12-23,Patna,0.0,15.1
2025-12-24,Patna,0.0,16.0
2025-12-25,Patna,0.0,16.2
2025-12-26,Patna,0.0,15.3
2025-12-27,Patna,0.0,14.2
2025-12-28,Patna,0.0,14.4
2025-12-29,Patna,0.0,13.8
2025-12-30,Patna,0.0,13.8
2025-12-23,Pune,41.1,20.9
2025-12-24,Pune,0.0,21.7
2025-12-25,Pune,0.0,20.5
2025-12-26,Pune,0.0,20.6
2025-12-27,Pune,0.0,20.6
2025-12-28,Pune,37.4,20.5
2025-12-29,Pune,0.0,20.4
2025-12-30,Pune,0.0,21.5
2025-12-23,Purnia,0.0,15.3
2025-12-24,Purnia,0.0,15.5
2025-12-25,Purnia,0.0,15.8
2025-12-26,Purnia,0.0,15.8
2025-12-27,Purnia,0.0,15.5
2025-12-28,Purnia,0.0,14.5
2025-12-29,Purnia,0.0,14.1
2025-12-30,Purnia,0.0,13.7
2025-12-23,Raichur,0.0,22.4
2025-12-24,Raichur,0.0,21.9
2025-12-25,Raichur,0.0,22.1
2025-12-26,Raichur,0.0,22.0
2025-12-27,Raichur,0.0,22.3
2025-12-28,Raichur,0.0,21.9
2025-12-29,Raichur,0.0,22.1
2025-12-30,Raichur,0.0,22.5
2025-12-23,Raipur,48.5,19.0
2025-12-24,Raipur,41.4,19.7
2025-12-25,Raipur,0.0,19.6
2025-12-26,Raipur,0.0,19.2
2025-12-27,Raipur,0.0,19.4
2025-12-28,Raipur,0.0,18.9
2025-12-29,Raipur,0.0,18.9
2025-12-30,Raipur,52.6,19.2
2025-12-23,Rajkot,0.0,23.8
2025-12-24,Rajkot,0.0,23.4
2025-12-25,Rajkot,0.0,23.3
2025-12-26,Rajkot,0.0,22.9
2025-12-27,Rajkot,0.0,22.9
2025-12-28,Rajkot,0.0,23.1
2025-12-29,Rajkot,0.0,23.2
2025-12-30,Rajkot,0.0,22.9
2025-12-23,Ramanagara,0.0,21.2
2025-12-24,Ramanagara,0.0,21.9
2025-12-25,Ramanagara,0.0,21.9
2025-12-26,Ramanagara,0.0,22.1
2025-12-27,Ramanagara,0.0,22.4
2025-12-28,Ramanagara,0.0,22.0
2025-12-29,Ramanagara,0.0,22.6
2025-12-30,Ramanagara,0.0,23.1
2025-12-23,Rampur,0.0,14.6
2025-12-24,Rampur,0.0,15.7
2025-12-25,Rampur,0.0,14.6
2025-12-26,Rampur,0.0,14.2
2025-12-27,Rampur,0.0,13.4
2025-12-28,Rampur,0.0,14.2
2025-12-29,Rampur,0.0,13.6
2025-12-30,Rampur,0.0,13.1
2025-12-23,Ratlam,0.0,19.2
2025-12-24,Ratlam,0.0,18.5
2025-12-25,Ratlam,0.0,18.7
2025-12-26,Ratlam,0.0,17.4
2025-12-27,Ratlam,0.0,17.3
2025-12-28,Ratlam,0.0,17.5
2025-12-29,Ratlam,0.0,17.9
2025-12-30,Ratlam,0.0,17.7
2025-12-23,Rohtak,0.0,15.9
2025-12-24,Rohtak,0.0,15.1
2025-12-25,Rohtak,0.0,14.0
2025-12-26,Rohtak,0.0,14.2
2025-12-27,Rohtak,0.0,13.4
2025-12-28,Rohtak,0.0,12.9
2025-12-29,Rohtak,0.0,12.6
2025-12-30,Rohtak,0.0,13.5
2025-12-23,Rourkela,0.0,18.6
2025-12-24,Rourkela,0.0,19.1
2025-12-25,Rourkela,0.0,18.4
2025-12-26,Rourkela,0.0,18.3
2025-12-27,Rourkela,0.0,18.1
2025-12-28,Rourkela,0.0,18.0
2025-12-29,Rourkela,0.0,18.6
2025-12-30,Rourkela,0.0,18.8
2025-12-23,Sagar,0.0,17.8
2025-12-24,Sagar,0.0,18.4
2025-12-25,Sagar,0.0,16.6
2025-12-26,Sagar,0.0,16.1
2025-12-27,Sagar,0.0,15.3
2025-12-28,Sagar,0.0,15.2
2025-12-29,Sagar,0.0,16.3
2025-12-30,Sagar,0.0,16.7
2025-12-23,Salem,0.0,23.9
2025-12-24,Salem,0.0,24.8
2025-12-25,Salem,0.0,24.8
2025-12-26,Salem,0.2,25.4
2025-12-27,Salem,0.0,24.3
2025-12-28,Salem,0.0,24.2
2025-12-29,Salem,0.0,24.8
2025-12-30,Salem,0.0,25.0
2025-12-23,Sambalpur,0.0,19.7
2025-12-24,Sambalpur,0.0,20.6
2025-12-25,Sambalpur,0.0,21.1
2025-12-26,Sambalpur,0.0,20.1
2025-12-27,Sambalpur,0.0,20.1
2025-12-28,Sambalpur,0.0,19.9
2025-12-29,Sambalpur,0.0,20.2
2025-12-30,Sambalpur,0.0,20.3
2025-12-23,Sangli,0.0,21.6
2025-12-24,Sangli,0.0,21.9
2025-12-25,Sangli,0.0,21.5
2025-12-26,Sangli,0.0,21.4
2025-12-27,Sangli,0.0,22.2
2025-12-28,Sangli,0.0,21.8
2025-12-29,Sangli,0.0,21.9
2025-12-30,Sangli,0.0,22.5
2025-12-23,Satara,0.0,20.2
2025-12-24,Satara,0.0,20.2
2025-12-25,Satara,0.0,19.4
2025-12-26,Satara,0.0,19.6
2025-12-27,Satara,0.0,19.7
2025-12-28,Satara,0.0,19.7
2025-12-29,Satara,0.0,19.7
2025-12-30,Satara,0.0,21.1
2025-12-23,Satna,0.0,16.2
2025-12-24,Satna,0.0,17.0
2025-12-25,Satna,0.0,16.1
2025-12-26,Satna,0.0,15.4
2025-12-27,Satna,0.0,14.6
2025-12-28,Satna,0.0,14.7
2025-12-29,Satna,0.0,14.6
2025-12-30,Satna,0.0,16.1
2025-12-23,Shahjahanpur,0.0,14.7
2025-12-24,Shahjahanpur,0.0,15.4
2025-12-25,Shahjahanpur,0.0,14.9
2025-12-26,Shahjahanpur,0.0,14.8
2025-12-27,Shahjahanpur,0.0,13.8
2025-12-28,Shahjahanpur,0.0,14.0
2025-12-29,Shahjahanpur,0.0,13.5
2025-12-30,Shahjahanpur,0.0,13.3
2025-12-23,Shivamogga,0.0,20.8
2025-12-24,Shivamogga,0.0,20.4
2025-12-25,Shivamogga,0.0,20.9
2025-12-26,Shivamogga,0.0,20.4
2025-12-27,Shivamogga,0.0,22.0
2025-12-28,Shivamogga,0.0,20.9
2025-12-29,Shivamogga,0.0,22.1
2025-12-30,Shivamogga,0.0,22.8
2025-12-23,Sivakasi,0.0,22.9
2025-12-24,Sivakasi,0.0,24.8
2025-12-25,Sivakasi,0.0,24.4
2025-12-26,Sivakasi,1.9,23.3
2025-12-27,Sivakasi,0.2,24.5
2025-12-28,Sivakasi,0.2,24.3
2025-12-29,Sivakasi,0.2,25.2
2025-12-30,Sivakasi,0.0,24.9
2025-12-23,Solapur,0.0,22.2
2025-12-24,Solapur,0.0,21.6
2025-12-25,Solapur,0.0,20.7
2025-12-26,Solapur,0.0,21.1
2025-12-27,Solapur,0.0,21.6
2025-12-28,Solapur,0.0,21.1
2025-12-29,Solapur,0.0,21.4
2025-12-30,Solapur,0.0,22.1
2025-12-23,Sonipat,0.0,15.8
2025-12-24,Sonipat,0.0,15.0
2025-12-25,Sonipat,0.0,13.8
2025-12-26,Sonipat,0.0,14.3
2025-12-27,Sonipat,0.0,13.4
2025-12-28,Sonipat,0.0,12.7
2025-12-29,Sonipat,0.0,11.9
2025-12-30,Sonipat,0.0,12.8
2025-12-23,Srinagar,0.0,5.1
2025-12-24,Srinagar,0.0,6.3
2025-12-25,Srinagar,0.0,5.5
2025-12-26,Srinagar,0.0,6.1
2025-12-27,Srinagar,0.0,5.1
2025-12-28,Srinagar,0.0,5.8
2025-12-29,Srinagar,0.2,7.0
2025-12-30,Srinagar,2.3,5.3
2025-12-23,Surat,44.9,25.5
2025-12-24,Surat,0.0,24.6
2025-12-25,Surat,0.0,24.1
2025-12-26,Surat,37.6,24.2
2025-12-27,Surat,0.0,24.2
2025-12-28,Surat,0.0,24.4
2025-12-29,Surat,0.0,24.0
2025-12-30,Surat,0.0,23.8
2025-12-23,Thane,0.0,25.0
2025-12-24,Thane,0.0,25.7
2025-12-25,Thane,0.0,25.1
2025-12-26,Thane,0.0,24.8
2025-12-27,Thane,0.0,25.2
2025-12-28,Thane,0.0,25.0
2025-12-29,Thane,0.0,24.8
2025-12-30,Thane,0.0,23.5
2025-12-23,Theni,0.0,22.9
2025-12-24,Theni,0.0,24.8
2025-12-25,Theni,0.3,24.6
2025-12-26,Theni,0.2,22.9
2025-12-27,Theni,0.7,24.8
2025-12-28,Theni,0.0,24.2
2025-12-29,Theni,0.9,24.9
2025-12-30,Theni,0.0,25.3
2025-12-23,Thiruvananthapuram,0.0,27.1
2025-12-24,Thiruvananthapuram,0.4,27.0
2025-12-25,Thiruvananthapuram,1.2,27.0
2025-12-26,Thiruvananthapuram,0.1,27.0
2025-12-27,Thiruvananthapuram,0.3,27.2
2025-12-28,Thiruvananthapuram,1.5,26.8
2025-12-29,Thiruvananthapuram,0.9,27.1
2025-12-30,Thiruvananthapuram,1.3,27.0
2025-12-23,Thoothukudi,0.0,25.5
2025-12-24,Thoothukudi,0.0,27.0
2025-12-25,Thoothukudi,0.0,26.6
2025-12-26,Thoothukudi,0.0,26.1
2025-12-27,Thoothukudi,0.0,26.6
2025-12-28,Thoothukudi,0.0,26.9
2025-12-29,Thoothukudi,0.0,27.2
2025-12-30,Thoothukudi,0.0,28.0
2025-12-23,Thrissur,0.0,26.3
2025-12-24,Thrissur,0.0,27.4
2025-12-25,Thrissur,0.0,27.4
2025-12-26,Thrissur,0.0,27.1
2025-12-27,Thrissur,0.0,27.8
2025-12-28,Thrissur,0.0,28.5
2025-12-29,Thrissur,0.0,28.6
2025-12-30,Thrissur,0.0,27.5
2025-12-23,Tiruchirappalli,0.0,24.6
2025-12-24,Tiruchirappalli,0.0,24.8
2025-12-25,Tiruchirappalli,0.0,24.7
2025-12-26,Tiruchirappalli,0.1,25.6
2025-12-27,Tiruchirappalli,0.0,24.5
2025-12-28,Tiruchirappalli,0.0,25.1
2025-12-29,Tiruchirappalli,0.0,25.1
2025-12-30,Tiruchirappalli,0.0,25.6
2025-12-23,Tirunelveli,0.0,24.9
2025-12-24,Tirunelveli,0.2,26.6
2025-12-25,Tirunelveli,0.0,26.1
2025-12-26,Tirunelveli,0.3,25.4
2025-12-27,Tirunelveli,0.3,26.2
2025-12-28,Tirunelveli,0.1,26.6
2025-12-29,Tirunelveli,0.0,27.1
2025-12-30,Tirunelveli,0.1,27.7
2025-12-23,Tiruppur,0.0,24.2
2025-12-24,Tiruppur,0.0,24.2
2025-12-25,Tiruppur,0.0,23.9
2025-12-26,Tiruppur,0.4,24.5
2025-12-27,Tiruppur,0.0,24.4
2025-12-28,Tiruppur,0.0,24.0
2025-12-29,Tiruppur,0.1,24.5
2025-12-30,Tiruppur,0.0,25.5
2025-12-23,Tumakuru,0.0,19.8
2025-12-24,Tumakuru,0.0,20.0
2025-12-25,Tumakuru,0.0,20.4
2025-12-26,Tumakuru,0.0,20.7
2025-12-27,Tumakuru,0.0,20.9
2025-12-28,Tumakuru,0.0,20.3
2025-12-29,Tumakuru,0.0,20.9
2025-12-30,Tumakuru,0.0,21.5
2025-12-23,Tumkur,0.0,19.8
2025-12-24,Tumkur,0.0,20.0
2025-12-25,Tumkur,0.0,20.4
2025-12-26,Tumkur,0.0,20.7
2025-12-27,Tumkur,0.0,20.9
2025-12-28,Tumkur,0.0,20.3
2025-12-29,Tumkur,0.0,20.9
2025-12-30,Tumkur,0.0,21.5
2025-12-23,Udaipur,0.0,18.9
2025-12-24,Udaipur,0.0,18.1
2025-12-25,Udaipur,0.0,17.1
2025-12-26,Udaipur,0.0,16.9
2025-12-27,Udaipur,0.0,16.4
2025-12-28,Udaipur,0.0,15.8
2025-12-29,Udaipur,0.0,16.5
2025-12-30,Udaipur,0.0,16.5
2025-12-23,Vadodara,0.0,23.6
2025-12-24,Vadodara,0.0,22.8
2025-12-25,Vadodara,0.0,22.2
2025-12-26,Vadodara,0.0,22.5
2025-12-27,Vadodara,0.0,22.4
2025-12-28,Vadodara,0.0,22.6
2025-12-29,Vadodara,0.0,22.4
2025-12-30,Vadodara,0.0,22.4
2025-12-23,Varanasi,47.2,14.0
2025-12-24,Varanasi,54.5,16.2
2025-12-25,Varanasi,0.0,14.7
2025-12-26,Varanasi,0.0,13.9
2025-12-27,Varanasi,0.0,14.8
2025-12-28,Varanasi,0.0,13.3
2025-12-29,Varanasi,0.0,13.9
2025-12-30,Varanasi,0.0,12.9
2025-12-23,Vasai,0.0,25.8
2025-12-24,Vasai,0.0,25.8
2025-12-25,Vasai,0.0,25.2
2025-12-26,Vasai,0.0,25.0
2025-12-27,Vasai,0.0,25.2
2025-12-28,Vasai,0.0,25.1
2025-12-29,Vasai,0.0,25.0
2025-12-30,Vasai,0.0,24.2
2025-12-23,Vijayawada,0.0,23.8
2025-12-24,Vijayawada,0.0,23.1
2025-12-25,Vijayawada,0.0,23.0
2025-12-26,Vijayawada,0.0,22.9
2025-12-27,Vijayawada,0.0,24.2
2025-12-28,Vijayawada,0.0,22.9
2025-12-29,Vijayawada,0.0,23.0
2025-12-30,Vijayawada,0.0,23.1
2025-12-23,Virudhunagar,0.0,24.5
2025-12-24,Virudhunagar,0.0,25.7
2025-12-25,Virudhunagar,0.0,25.8
2025-12-26,Virudhunagar,0.1,25.6
2025-12-27,Virudhunagar,0.0,25.5
2025-12-28,Virudhunagar,0.0,25.9
2025-12-29,Virudhunagar,0.0,26.0
2025-12-30,Virudhunagar,0.0,26.5
2025-12-23,Visakhapatnam,0.0,22.0
2025-12-24,Visakhapatnam,0.0,21.8
2025-12-25,Visakhapatnam,0.0,21.9
2025-12-26,Visakhapatnam,0.0,22.2
2025-12-27,Visakhapatnam,0.0,22.6
2025-12-28,Visakhapatnam,0.0,22.2
2025-12-29,Visakhapatnam,0.0,21.9
2025-12-30,Visakhapatnam,0.0,22.4
2025-12-23,Warangal,0.0,21.6
2025-12-24,Warangal,0.0,21.4
2025-12-25,Warangal,0.0,21.5
2025-12-26,Warangal,0.0,20.4
2025-12-27,Warangal,0.0,20.6
2025-12-28,Warangal,0.0,21.6
2025-12-29,Warangal,0.0,21.8
2025-12-30,Warangal,0.0,22.2
